0.0,0.233,0.154,0.193,0.288,0.196,0.278,0.293,0.259,0.324,
0.0,0.213,0.236,0.295,0.265,0.294,0.215,0.182,0.286,0.293,
0.0,0.133,0.139,0.225,0.271,0.338,0.335,0.312,0.318,0.311,
0.0,0.21,0.319,0.296,0.386,0.348,0.379,0.383,0.362,0.381,
0.0,0.173,0.249,0.346,0.312,0.318,0.384,0.354,0.331,0.35,
0.0,0.124,0.178,0.412,0.382,0.318,0.312,0.272,0.398,0.331,
0.0,0.235,0.187,0.205,0.239,0.304,0.313,0.376,0.301,0.335,
0.0,0.224,0.28,0.321,0.186,0.257,0.332,0.189,0.324,0.255,
0.0,0.181,0.319,0.31,0.259,0.364,0.353,0.273,0.403,0.346,
0.0,0.275,0.291,0.296,0.251,0.235,0.306,0.344,0.358,0.312,
0.0,0.119,0.222,0.238,0.249,0.294,0.368,0.287,0.373,0.313,
0.0,0.237,0.28,0.208,0.383,0.342,0.253,0.45,0.373,0.305,
0.0,0.255,0.261,0.414,0.386,0.375,0.399,0.375,0.364,0.34,
0.0,0.26,0.194,0.254,0.215,0.266,0.378,0.31,0.415,0.357,
0.0,0.219,0.301,0.289,0.221,0.244,0.235,0.326,0.216,0.386,
0.0,0.107,0.373,0.245,0.271,0.259,0.394,0.385,0.328,0.284,
0.0,0.232,0.206,0.287,0.366,0.365,0.389,0.403,0.362,0.449,
0.0,0.153,0.324,0.279,0.231,0.439,0.301,0.375,0.38,0.383,
0.0,0.212,0.311,0.384,0.316,0.373,0.379,0.32,0.315,0.266,
0.0,0.25,0.336,0.264,0.372,0.397,0.407,0.311,0.357,0.412,
0.0,0.248,0.269,0.323,0.393,0.393,0.328,0.304,0.34,0.367,
0.0,0.24,0.236,0.273,0.338,0.29,0.24,0.358,0.346,0.284,
0.0,0.224,0.347,0.338,0.329,0.425,0.348,0.263,0.338,0.406,
0.0,0.169,0.334,0.319,0.286,0.285,0.381,0.327,0.449,0.305,
0.0,0.184,0.219,0.323,0.258,0.38,0.331,0.41,0.393,0.391,
0.0,0.202,0.294,0.387,0.354,0.434,0.406,0.37,0.381,0.339,
0.0,0.157,0.369,0.386,0.369,0.354,0.373,0.352,0.329,0.336,
0.0,0.22,0.289,0.272,0.336,0.23,0.294,0.334,0.304,0.329,
0.0,0.241,0.382,0.362,0.43,0.409,0.357,0.347,0.32,0.438,
0.0,0.113,0.261,0.26,0.278,0.24,0.4,0.326,0.376,0.383,
0.0,0.268,0.345,0.312,0.347,0.387,0.367,0.354,0.316,0.357,
0.0,0.142,0.296,0.186,0.335,0.415,0.319,0.384,0.347,0.342,
0.0,0.096,0.232,0.377,0.263,0.387,0.312,0.376,0.286,0.28,
0.0,0.242,0.237,0.338,0.294,0.231,0.251,0.367,0.331,0.283,
0.0,0.134,0.243,0.382,0.402,0.388,0.382,0.307,0.353,0.355,
