12378,16000,0.772
12164,18000,0.675
3946,16000,0.246
10852,24000,0.451
4620,16000,0.288
18307,24000,0.762
86426,48000,1.8
5468,12000,0.454
44625,36000,1.239
13293,12000,1.106
7905,16000,0.492
14807,18000,0.821
12994,16000,0.811
19626,16000,1.225
3721,18000,0.205
5831,12000,0.484
22856,48000,0.476
9642,12000,0.801
46025,24000,1.916
23280,16000,1.454
2312,12000,0.191
9839,12000,0.818
19423,16000,1.212
19473,12000,1.621
1625,18000,0.089
4241,12000,0.352
37170,36000,1.032
22272,12000,1.854
36727,24000,1.529
36950,18000,2.051
10486,16000,0.654
16345,16000,1.02
16153,16000,1.009
5059,16000,0.315
16542,48000,0.344
3460,12000,0.287
22907,36000,0.636
12001,12000,0.998
930,12000,0.075
38383,18000,2.131
19290,12000,1.605
14550,12000,1.21
16589,24000,0.69
1630,18000,0.089
12687,12000,1.055
3965,36000,0.11
9010,24000,0.375
47003,36000,1.305
10772,16000,0.672
29452,18000,1.634
4463,12000,0.369
13508,16000,0.843
30980,16000,1.935
11946,18000,0.663
2410,16000,0.149
25603,16000,1.599
10830,18000,0.6
15269,16000,0.953
10651,18000,0.59
4127,16000,0.256
3603,12000,0.299
9484,16000,0.592
34261,24000,1.427
18377,12000,1.53
15772,12000,1.313
5270,18000,0.291
16995,18000,0.943
33886,24000,1.411
3985,12000,0.331
31806,24000,1.324
21018,36000,0.583
14928,16000,0.932
5564,12000,0.462
37770,36000,1.049
17949,12000,1.494
1251,18000,0.069
32006,16000,1.999
7730,24000,0.321
15799,16000,0.986
17739,12000,1.477
782,48000,0.016
7145,12000,0.594
9905,16000,0.618
35129,36000,0.975
34748,36000,0.964
17339,12000,1.443
14257,18000,0.791
14654,24000,0.609
25066,16000,1.565
19446,48000,0.405
6603,12000,0.549
16026,18000,0.889
21118,24000,0.879
47518,36000,1.319
14088,12000,1.172
8669,16000,0.54
25788,16000,1.611
13918,16000,0.869
7611,12000,0.632
18389,24000,0.765
62132,48000,1.294
28151,48000,0.586
20892,16000,1.305
52052,24000,2.169
100077,48000,2.085
22099,16000,1.379
13371,24000,0.556
27591,48000,0.574
1241,18000,0.068
32803,36000,0.91
410,18000,0.022
3335,12000,0.276
4867,18000,0.269
14268,16000,0.89
16393,12000,1.364
18728,48000,0.39
123,12000,0.009
13828,16000,0.863
1327,16000,0.082
317,18000,0.017
15057,16000,0.939
8838,18000,0.49
44978,36000,1.249
22659,16000,1.415
31070,16000,1.941
4900,24000,0.203
31217,24000,1.299
20824,16000,1.3
22021,18000,1.222
7473,48000,0.155
7723,16000,0.482
3734,48000,0.077
12791,16000,0.798
10645,12000,0.885
24019,12000,1.999
1516,18000,0.083
50621,24000,2.108
17532,18000,0.973
10330,12000,0.858
20671,16000,1.291
699,12000,0.056
32966,16000,2.059
12388,24000,0.515
16141,16000,1.008
40247,48000,0.838
12691,18000,0.704
10569,24000,0.439
20772,16000,1.297
12739,12000,1.06
14931,18000,0.828
24204,12000,2.015
3938,18000,0.218
26335,18000,1.462
21764,16000,1.359
4947,18000,0.274
20276,36000,0.563
26632,48000,0.554
10777,12000,0.896
7256,24000,0.302
33737,18000,1.873
3135,12000,0.259
5642,18000,0.312
21519,16000,1.344
4371,12000,0.362
28386,12000,2.364
4552,18000,0.252
31907,36000,0.886
14854,12000,1.236
14151,24000,0.589
33823,36000,0.939
29238,24000,1.218
1583,18000,0.087
3373,12000,0.28
7249,12000,0.602
16890,12000,1.405
808,24000,0.033
86643,48000,1.805
21822,24000,0.908
14868,16000,0.928
11505,16000,0.718
33003,24000,1.374
7639,24000,0.317
9171,16000,0.571
16531,18000,0.917
49053,24000,2.043
4095,24000,0.169
6973,16000,0.435
20365,16000,1.272
22670,18000,1.258
48063,24000,2.001
30335,36000,0.842
10033,12000,0.835
19591,24000,0.816
8053,18000,0.446
2605,12000,0.215
11919,24000,0.495
4752,36000,0.131
39116,48000,0.815
31434,16000,1.964
35560,24000,1.481
21051,16000,1.314
26642,12000,2.219
10049,12000,0.835
33293,24000,1.386
15591,18000,0.865
8677,16000,0.541
15326,12000,1.275
9005,18000,0.499
8347,16000,0.52
33823,24000,1.409
103052,48000,2.146
4032,12000,0.334
5533,24000,0.23
17219,12000,1.432
46307,36000,1.286
24553,12000,2.045
7954,18000,0.441
12430,16000,0.775
18266,16000,1.14
15218,36000,0.422
14018,16000,0.874
10737,24000,0.446
29308,18000,1.627
65184,36000,1.81
