190812,48000,3.975
180859,48000,3.768
168855,48000,3.517
164284,48000,3.422
156696,48000,3.264
154936,48000,3.228
147711,48000,3.077
143748,48000,2.995
141938,36000,3.942
140621,36000,3.906
138360,48000,2.882
132761,48000,2.766
129014,48000,2.688
114201,48000,2.379
112438,48000,2.342
102497,48000,2.135
101295,36000,2.813
101108,48000,2.106
95596,36000,2.655
94905,48000,1.977
94284,36000,2.619
93148,48000,1.94
88861,36000,2.468
88785,24000,3.699
85922,48000,1.79
83164,36000,2.31
82853,24000,3.452
81851,36000,2.273
76697,24000,3.195
76579,48000,1.595
75820,24000,3.159
74843,36000,2.078
68699,18000,3.816
67231,48000,1.4
62856,18000,3.491
62409,36000,1.733
61983,16000,3.873
61402,16000,3.837
60008,18000,3.333
56638,18000,3.146
53799,18000,2.988
53136,18000,2.951
52760,16000,3.297
50656,48000,1.055
49631,18000,2.757
49594,24000,2.066
45905,12000,3.824
45805,24000,1.908
44926,24000,1.871
44004,12000,3.666
43919,16000,2.744
43569,12000,3.63
43415,18000,2.411
42518,36000,1.181
41390,16000,2.586
41235,12000,3.435
40806,16000,2.549
37092,12000,3.09
36820,36000,1.022
36636,24000,1.526
35505,36000,0.986
35281,16000,2.204
33474,18000,1.859
32165,16000,2.009
31963,24000,1.331
30452,12000,2.537
27224,16000,1.701
26639,16000,1.664
26486,48000,0.551
24730,48000,0.515
24127,48000,0.502
22075,12000,1.839
21636,12000,1.802
20903,18000,1.161
20247,18000,1.124
18999,24000,0.791
18925,12000,1.576
17795,16000,1.112
17496,12000,1.457
16540,48000,0.344
16062,36000,0.446
15594,12000,1.299
15160,12000,1.262
14784,48000,0.308
14033,18000,0.779
11482,12000,0.955
11186,18000,0.621
11015,12000,0.917
10527,18000,0.584
10418,24000,0.433
9093,16000,0.568
8677,12000,0.722
6631,48000,0.138
6040,16000,0.377
5743,24000,0.239
5372,16000,0.335
3633,36000,0.101
3270,16000,0.204
2050,12000,0.17
808,18000,0.044

